time	x	z	theta_m[deg]	theta[deg]	dx	dz	dtheta_m[deg]	dtheta[deg]	r	torque	hand2bar	
1.726	0	0	-880.909	27.5838	0	0	-545.455	509.953	-0.0189	0	10
1.727	0	0	-881.455	28.0933	0	0	-545.455	509.136	-0.0189614	0	10
1.728	0	0	-882	28.602	0	0	-545.455	508.303	-0.0190211	0	10
1.729	0	0	-882.545	29.1099	0	0	-545.455	507.452	-0.0190791	0	10
1.73	0	0	-883.091	29.6169	0	0	-545.455	506.583	-0.0191353	0	10
1.731	0	0	-883.636	30.1231	0	0	-545.455	505.697	-0.0191899	0	10
1.732	0	0	-884.182	30.6283	0	0	-545.455	504.794	-0.0192426	0	10
1.733	0	0	-884.727	31.1327	0	0	-545.455	503.874	-0.0192937	0	10
1.734	0	0	-885.273	31.6361	0	0	-545.455	502.937	-0.0193429	0	10
1.735	0	0	-885.818	32.1385	0	0	-545.455	501.984	-0.0193905	0	10
1.736	0	0	-886.364	32.64	0	0	-545.455	501.013	-0.0194362	0	10
1.737	0	0	-886.909	33.1406	0	0	-545.455	500.026	-0.0194802	0	10
1.738	0	0	-887.455	33.6401	0	0	-545.455	499.022	-0.0195225	0	10
1.739	0	0	-888	34.1386	0	0	-545.455	498.001	-0.019563	0	10
1.74	0	0	-888.545	34.6361	0	0	-545.455	496.965	-0.0196017	0	10
1.741	0	0	-889.091	35.1325	0	0	-545.455	495.912	-0.0196386	0	10
1.742	0	0	-889.636	35.6279	0	0	-545.455	494.843	-0.0196737	0	10
1.743	0	0	-890.182	36.1222	0	0	-545.455	493.758	-0.0197071	0	10
1.744	0	0	-890.727	36.6154	0	0	-545.455	492.657	-0.0197387	0	10
1.745	0	0	-891.273	37.1075	0	0	-545.455	491.541	-0.0197684	0	10
1.746	0	0	-891.818	37.5985	0	0	-545.455	490.409	-0.0197964	0	10
1.747	0	0	-892.364	38.0883	0	0	-545.455	489.261	-0.0198226	0	10
1.748	0	0	-892.909	38.577	0	0	-545.455	488.098	-0.019847	0	10
1.749	0	0	-893.455	39.0645	0	0	-545.455	486.92	-0.0198696	0	10
1.75	0	0	-894	39.5508	0	0	-545.455	485.726	-0.0198904	0	10
1.751	0	0	-894.545	40.036	0	0	-545.455	484.518	-0.0199094	0	10
1.752	0	0	-895.091	40.5199	0	0	-545.455	483.295	-0.0199266	0	10
1.753	0	0	-895.636	41.0025	0	0	-545.455	482.057	-0.019942	0	10
1.754	0	0	-896.182	41.484	0	0	-545.455	480.804	-0.0199556	0	10
1.755	0	0	-896.727	41.9641	0	0	-545.455	479.537	-0.0199674	0	10
1.756	0	0	-897.273	42.443	0	0	-545.455	478.256	-0.0199773	0	10
1.757	0	0	-897.818	42.9206	0	0	-545.455	476.961	-0.0199855	0	10
1.758	0	0	-898.364	43.397	0	0	-545.455	475.651	-0.0199918	0	10
1.759	0	0	-898.909	43.8719	0	0	-545.455	474.328	-0.0199964	0	10
1.76	0	0	-899.455	44.3456	0	0	-545.455	472.991	-0.0199991	0	10
1.761	0	0	-900	44.8179	0	0	-545.455	471.64	-0.02	0	10
1.762	0	0	-900.545	45.2889	0	0	-545.455	470.276	-0.0199991	0	10
1.763	0	0	-901.091	45.7585	0	0	-545.455	468.898	-0.0199964	0	10
1.764	0	0	-901.636	46.2267	0	0	-545.455	467.507	-0.0199918	0	10
1.765	0	0	-902.182	46.6935	0	0	-545.455	466.103	-0.0199855	0	10
1.766	0	0	-902.727	47.1589	0	0	-545.455	464.686	-0.0199773	0	10
1.767	0	0	-903.273	47.6228	0	0	-545.455	463.257	-0.0199674	0	10
1.768	0	0	-903.818	48.0854	0	0	-545.455	461.814	-0.0199556	0	10
1.769	0	0	-904.364	48.5465	0	0	-545.455	460.36	-0.019942	0	10
1.77	0	0	-904.909	49.0061	0	0	-545.455	458.893	-0.0199266	0	10
1.771	0	0	-905.455	49.4643	0	0	-545.455	457.413	-0.0199094	0	10
1.772	0	0	-906	49.9209	0	0	-545.455	455.922	-0.0198904	0	10
1.773	0	0	-906.545	50.3761	0	0	-545.455	454.419	-0.0198696	0	10
1.774	0	0	-907.091	50.8298	0	0	-545.455	452.904	-0.019847	0	10
1.775	0	0	-907.636	51.2819	0	0	-545.455	451.377	-0.0198226	0	10
1.776	0	0	-908.182	51.7325	0	0	-545.455	449.839	-0.0197964	0	10
1.777	0	0	-908.727	52.1816	0	0	-545.455	448.29	-0.0197684	0	10
1.778	0	0	-909.273	52.6291	0	0	-545.455	446.729	-0.0197387	0	10
1.779	0	0	-909.818	53.075	0	0	-545.455	445.158	-0.0197071	0	10
1.78	0	0	-910.364	53.5194	0	0	-545.455	443.575	-0.0196737	0	10
1.781	0	0	-910.909	53.9622	0	0	-545.455	441.982	-0.0196386	0	10
1.782	0	0	-911.455	54.4034	0	0	-545.455	440.379	-0.0196017	0	10
1.783	0	0	-912	54.8429	0	0	-545.455	438.764	-0.019563	0	10
1.784	0	0	-912.545	55.2809	0	0	-545.455	437.14	-0.0195225	0	10
1.785	0	0	-913.091	55.7172	0	0	-545.455	435.506	-0.0194802	0	10
1.786	0	0	-913.636	56.1519	0	0	-545.455	433.861	-0.0194362	0	10
1.787	0	0	-914.182	56.5849	0	0	-545.455	432.207	-0.0193905	0	10
1.788	0	0	-914.727	57.0163	0	0	-545.455	430.543	-0.0193429	0	10
1.789	0	0	-915.273	57.446	0	0	-545.455	428.87	-0.0192937	0	10
1.79	0	0	-915.818	57.874	0	0	-545.455	427.187	-0.0192426	0	10
1.791	0	0	-916.364	58.3004	0	0	-545.455	425.495	-0.0191899	0	10
1.792	0	0	-916.909	58.725	0	0	-545.455	423.794	-0.0191353	0	10
1.793	0	0	-917.455	59.148	0	0	-545.455	422.084	-0.0190791	0	10
1.794	0	0	-918	59.5692	0	0	-545.455	420.365	-0.0190211	0	10
1.795	0	0	-918.545	59.9887	0	0	-545.455	418.638	-0.0189614	0	10
1.796	0	0	-919.091	60.4065	0	0	-545.455	416.902	-0.0189	0	10
1.797	0	0	-919.636	60.8225	0	0	-545.455	415.157	-0.0188369	0	10
1.798	0	0	-920.182	61.2368	0	0	-545.455	413.405	-0.0187721	0	10
1.799	0	0	-920.727	61.6493	0	0	-545.455	411.645	-0.0187055	0	10
1.8	0	0	-921.273	62.0601	0	0	-545.455	409.876	-0.0186373	0	10
1.801	0	0	-921.818	62.469	0	0	-545.455	408.1	-0.0185674	0	10
1.802	0	0	-922.364	62.8763	0	0	-545.455	406.317	-0.0184958	0	10
1.803	0	0	-922.909	63.2817	0	0	-545.455	404.525	-0.0184225	0	10
1.804	0	0	-923.455	63.6853	0	0	-545.455	402.727	-0.0183475	0	10
1.805	0	0	-924	64.0871	0	0	-545.455	400.921	-0.0182709	0	10
1.806	0	0	-924.545	64.4871	0	0	-545.455	399.109	-0.0181926	0	10
1.807	0	0	-925.091	64.8853	0	0	-545.455	397.289	-0.0181127	0	10
1.808	0	0	-925.636	65.2817	0	0	-545.455	395.463	-0.0180312	0	10
1.809	0	0	-926.182	65.6763	0	0	-545.455	393.63	-0.017948	0	10
1.81	0	0	-926.727	66.069	0	0	-545.455	391.791	-0.0178631	0	10
1.811	0	0	-927.273	66.4598	0	0	-545.455	389.945	-0.0177767	0	10
1.812	0	0	-927.818	66.8489	0	0	-545.455	388.094	-0.0176887	0	10
1.813	0	0	-928.364	67.236	0	0	-545.455	386.236	-0.017599	0	10
1.814	0	0	-928.909	67.6213	0	0	-545.455	384.372	-0.0175078	0	10
1.815	0	0	-929.455	68.0048	0	0	-545.455	382.502	-0.0174149	0	10
1.816	0	0	-930	68.3863	0	0	-545.455	380.627	-0.0173205	0	10
1.817	0	0	-930.545	68.766	0	0	-545.455	378.747	-0.0172245	0	10
1.818	0	0	-931.091	69.1438	0	0	-545.455	376.861	-0.017127	0	10
1.819	0	0	-931.636	69.5197	0	0	-545.455	374.969	-0.0170279	0	10
1.82	0	0	-932.182	69.8938	0	0	-545.455	373.073	-0.0169272	0	10
1.821	0	0	-932.727	70.2659	0	0	-545.455	371.172	-0.0168251	0	10
1.822	0	0	-933.273	70.6361	0	0	-545.455	369.265	-0.0167214	0	10
1.823	0	0	-933.818	71.0044	0	0	-545.455	367.355	-0.0166162	0	10
1.824	0	0	-934.364	71.3708	0	0	-545.455	365.439	-0.0165094	0	10
1.825	0	0	-934.909	71.7353	0	0	-545.455	363.519	-0.0164012	0	10
1.826	0	0	-935.455	72.0979	0	0	-545.455	361.595	-0.0162915	0	10
1.827	0	0	-936	72.4585	0	0	-545.455	359.667	-0.0161803	0	10
1.828	0	0	-936.545	72.8172	0	0	-545.455	357.734	-0.0160677	0	10
1.829	0	0	-937.091	73.174	0	0	-545.455	355.798	-0.0159536	0	10
1.83	0	0	-937.636	73.5288	0	0	-545.455	353.857	-0.015838	0	10
1.831	0	0	-938.182	73.8817	0	0	-545.455	351.913	-0.0157211	0	10
1.832	0	0	-938.727	74.2326	0	0	-545.455	349.966	-0.0156027	0	10
1.833	0	0	-939.273	74.5816	0	0	-545.455	348.015	-0.0154828	0	10
1.834	0	0	-939.818	74.9286	0	0	-545.455	346.06	-0.0153616	0	10
1.835	0	0	-940.364	75.2737	0	0	-545.455	344.103	-0.015239	0	10
1.836	0	0	-940.909	75.6168	0	0	-545.455	342.142	-0.015115	0	10
1.837	0	0	-941.455	75.958	0	0	-545.455	340.178	-0.0149896	0	10
1.838	0	0	-942	76.2972	0	0	-545.455	338.212	-0.0148629	0	10
1.839	0	0	-942.545	76.6344	0	0	-545.455	336.242	-0.0147348	0	10
1.84	0	0	-943.091	76.9697	0	0	-545.455	334.27	-0.0146054	0	10
1.841	0	0	-943.636	77.303	0	0	-545.455	332.296	-0.0144747	0	10
1.842	0	0	-944.182	77.6343	0	0	-545.455	330.318	-0.0143426	0	10
1.843	0	0	-944.727	77.9636	0	0	-545.455	328.339	-0.0142093	0	10
1.844	0	0	-945.273	78.2909	0	0	-545.455	326.357	-0.0140747	0	10
1.845	0	0	-945.818	78.6163	0	0	-545.455	324.374	-0.0139388	0	10
1.846	0	0	-946.364	78.9397	0	0	-545.455	322.388	-0.0138016	0	10
1.847	0	0	-946.909	79.2611	0	0	-545.455	320.4	-0.0136632	0	10
1.848	0	0	-947.455	79.5805	0	0	-545.455	318.411	-0.0135235	0	10
1.849	0	0	-948	79.8979	0	0	-545.455	316.42	-0.0133826	0	10
1.85	0	0	-948.545	80.2133	0	0	-545.455	314.427	-0.0132405	0	10
1.851	0	0	-949.091	80.5268	0	0	-545.455	312.432	-0.0130972	0	10
1.852	0	0	-949.636	80.8382	0	0	-545.455	310.437	-0.0129527	0	10
1.853	0	0	-950.182	81.1476	0	0	-545.455	308.44	-0.0128071	0	10
1.854	0	0	-950.727	81.4551	0	0	-545.455	306.441	-0.0126602	0	10
1.855	0	0	-951.273	81.7605	0	0	-545.455	304.442	-0.0125123	0	10
1.856	0	0	-951.818	82.064	0	0	-545.455	302.441	-0.0123632	0	10
1.857	0	0	-952.364	82.3654	0	0	-545.455	300.44	-0.012213	0	10
1.858	0	0	-952.909	82.6648	0	0	-545.455	298.438	-0.0120616	0	10
1.859	0	0	-953.455	82.9623	0	0	-545.455	296.435	-0.0119092	0	10
1.86	0	0	-954	83.2577	0	0	-545.455	294.431	-0.0117557	0	10
1.861	0	0	-954.545	83.5511	0	0	-545.455	292.427	-0.0116011	0	10
1.862	0	0	-955.091	83.8426	0	0	-545.455	290.422	-0.0114455	0	10
1.863	0	0	-955.636	84.132	0	0	-545.455	288.417	-0.0112889	0	10
1.864	0	0	-956.182	84.4194	0	0	-545.455	286.411	-0.0111312	0	10
1.865	0	0	-956.727	84.7048	0	0	-545.455	284.405	-0.0109725	0	10
1.866	0	0	-957.273	84.9882	0	0	-545.455	282.399	-0.0108128	0	10
1.867	0	0	-957.818	85.2696	0	0	-545.455	280.393	-0.0106522	0	10
1.868	0	0	-958.364	85.549	0	0	-545.455	278.387	-0.0104905	0	10
1.869	0	0	-958.909	85.8264	0	0	-545.455	276.381	-0.0103279	0	10
1.87	0	0	-959.455	86.1018	0	0	-545.455	274.375	-0.0101644	0	10
1.871	0	0	-960	86.3751	0	0	-545.455	272.369	-0.01	0	10
1.872	0	0	-960.545	86.6465	0	0	-545.455	270.363	-0.00983466	0	10
1.873	0	0	-961.091	86.9158	0	0	-545.455	268.358	-0.00966843	0	10
1.874	0	0	-961.636	87.1832	0	0	-545.455	266.354	-0.00950132	0	10
1.875	0	0	-962.182	87.4486	0	0	-545.455	264.349	-0.00933335	0	10
1.876	0	0	-962.727	87.7119	0	0	-545.455	262.346	-0.00916453	0	10
1.877	0	0	-963.273	87.9732	0	0	-545.455	260.343	-0.00899488	0	10
1.878	0	0	-963.818	88.2326	0	0	-545.455	258.34	-0.00882442	0	10
1.879	0	0	-964.364	88.4899	0	0	-545.455	256.338	-0.00865316	0	10
1.88	0	0	-964.909	88.7453	0	0	-545.455	254.338	-0.00848111	0	10
1.881	0	0	-965.455	88.9986	0	0	-545.455	252.338	-0.0083083	0	10
1.882	0	0	-966	89.2499	0	0	-545.455	250.339	-0.00813473	0	10
1.883	0	0	-966.545	89.4993	0	0	-545.455	248.341	-0.00796043	0	10
1.884	0	0	-967.091	89.7466	0	0	-545.455	246.344	-0.0077854	0	10
1.885	0	0	-967.636	89.992	0	0	-545.455	244.348	-0.00760967	0	10
1.886	0	0	-968.182	90.2353	0	0	-545.455	242.353	-0.00743325	0	10
1.887	0	0	-968.727	90.4767	0	0	-545.455	240.36	-0.00725615	0	10
1.888	0	0	-969.273	90.716	0	0	-545.455	238.367	-0.0070784	0	10
1.889	0	0	-969.818	90.9534	0	0	-545.455	236.376	-0.00690001	0	10
1.89	0	0	-970.364	91.1888	0	0	-545.455	234.387	-0.00672099	0	10
1.891	0	0	-970.909	91.4222	0	0	-545.455	232.399	-0.00654136	0	10
1.892	0	0	-971.455	91.6536	0	0	-545.455	230.412	-0.00636114	0	10
1.893	0	0	-972	91.883	0	0	-545.455	228.427	-0.00618034	0	10
1.894	0	0	-972.545	92.1104	0	0	-545.455	226.444	-0.00599898	0	10
1.895	0	0	-973.091	92.3359	0	0	-545.455	224.462	-0.00581708	0	10
1.896	0	0	-973.636	92.5594	0	0	-545.455	222.482	-0.00563465	0	10
1.897	0	0	-974.182	92.7809	0	0	-545.455	220.503	-0.00545171	0	10
1.898	0	0	-974.727	93.0004	0	0	-545.455	218.526	-0.00526828	0	10
1.899	0	0	-975.273	93.2179	0	0	-545.455	216.551	-0.00508437	0	10
1.9	0	0	-975.818	93.4335	0	0	-545.455	214.578	-0.00489999	0	10
1.901	0	0	-976.364	93.6471	0	0	-545.455	212.607	-0.00471518	0	10
1.902	0	0	-976.909	93.8587	0	0	-545.455	210.637	-0.00452994	0	10
1.903	0	0	-977.455	94.0683	0	0	-545.455	208.67	-0.00434428	0	10
1.904	0	0	-978	94.276	0	0	-545.455	206.704	-0.00415823	0	10
1.905	0	0	-978.545	94.4818	0	0	-545.455	204.741	-0.00397181	0	10
1.906	0	0	-979.091	94.6855	0	0	-545.455	202.779	-0.00378502	0	10
1.907	0	0	-979.636	94.8873	0	0	-545.455	200.82	-0.0035979	0	10
1.908	0	0	-980.182	95.0872	0	0	-545.455	198.863	-0.00341044	0	10
1.909	0	0	-980.727	95.285	0	0	-545.455	196.908	-0.00322268	0	10
1.91	0	0	-981.273	95.481	0	0	-545.455	194.955	-0.00303463	0	10
1.911	0	0	-981.818	95.675	0	0	-545.455	193.004	-0.0028463	0	10
1.912	0	0	-982.364	95.867	0	0	-545.455	191.055	-0.00265771	0	10
1.913	0	0	-982.909	96.0571	0	0	-545.455	189.109	-0.00246888	0	10
1.914	0	0	-983.455	96.2452	0	0	-545.455	187.165	-0.00227983	0	10
1.915	0	0	-984	96.4314	0	0	-545.455	185.224	-0.00209057	0	10
1.916	0	0	-984.545	96.6156	0	0	-545.455	183.284	-0.00190112	0	10
1.917	0	0	-985.091	96.798	0	0	-545.455	181.347	-0.0017115	0	10
1.918	0	0	-985.636	96.9783	0	0	-545.455	179.412	-0.00152172	0	10
1.919	0	0	-986.182	97.1568	0	0	-545.455	177.48	-0.00133181	0	10
1.92	0	0	-986.727	97.3333	0	0	-545.455	175.55	-0.00114178	0	10
1.921	0	0	-987.273	97.5079	0	0	-545.455	173.623	-0.000951638	0	10
1.922	0	0	-987.818	97.6806	0	0	-545.455	171.698	-0.000761414	0	10
1.923	0	0	-988.364	97.8513	0	0	-545.455	169.775	-0.000571121	0	10
1.924	0	0	-988.909	98.0201	0	0	-545.455	167.855	-0.000380776	0	10
1.925	0	0	-989.455	98.187	0	0	-545.455	165.938	-0.000190397	0	10
1.926	0	0	-990	98.352	0	0	-545.455	164.023	1.94052e-15	0	10
1.927	0	0	-990.545	98.515	0	0	-545.455	162.11	0.000190397	0	10
1.928	0	0	-991.091	98.6762	0	0	-545.455	160.2	0.000380776	0	10
1.929	0	0	-991.636	98.8354	0	0	-545.455	158.293	0.000571121	0	10
1.93	0	0	-992.182	98.9928	0	0	-545.455	156.388	0.000761414	0	10
1.931	0	0	-992.727	99.1482	0	0	-545.455	154.485	0.000951638	0	10
1.932	0	0	-993.273	99.3018	0	0	-545.455	152.586	0.00114178	0	10
1.933	0	0	-993.818	99.4534	0	0	-545.455	150.688	0.00133181	0	10
1.934	0	0	-994.364	99.6031	0	0	-545.455	148.794	0.00152172	0	10
1.935	0	0	-994.909	99.751	0	0	-545.455	146.902	0.0017115	0	10
1.936	0	0	-995.455	99.8969	0	0	-545.455	145.012	0.00190112	0	10
1.937	0	0	-996	100.041	0	0	-545.455	143.125	0.00209057	0	10
1.938	0	0	-996.545	100.183	0	0	-545.455	141.241	0.00227983	0	10
1.939	0	0	-997.091	100.323	0	0	-545.455	139.36	0.00246888	0	10
1.94	0	0	-997.636	100.462	0	0	-545.455	137.481	0.00265771	0	10
1.941	0	0	-998.182	100.598	0	0	-545.455	135.604	0.0028463	0	10
1.942	0	0	-998.727	100.733	0	0	-545.455	133.73	0.00303463	0	10
1.943	0	0	-999.273	100.866	0	0	-545.455	131.859	0.00322268	0	10
1.944	0	0	-999.818	100.997	0	0	-545.455	129.991	0.00341044	0	10
1.945	0	0	-1000.36	101.126	0	0	-545.455	128.125	0.0035979	0	10
1.946	0	0	-1000.91	101.253	0	0	-545.455	126.262	0.00378502	0	10
1.947	2.35913e-06	-1.30492e-05	-1001.46	101.381	0.00473605	-0.0260897	-545.455	129.671	0.00397198	0	0.170207
1.948	9.50824e-06	-5.21622e-05	-1002	101.512	0.0095804	-0.0521275	-545.455	133.077	0.00415859	0	0.170207
1.949	2.1557e-05	-0.000117287	-1002.55	101.647	0.0145357	-0.0781123	-545.455	136.482	0.00434483	0	0.170207
1.95	3.86176e-05	-0.000208369	-1003.09	101.785	0.0196047	-0.104043	-545.455	139.884	0.00453068	0	0.170207
1.951	6.08051e-05	-0.000325353	-1003.64	101.927	0.0247899	-0.129917	-545.455	143.285	0.00471613	0	0.170207
1.952	8.8237e-05	-0.000468184	-1004.19	102.072	0.0300939	-0.155734	-545.455	146.682	0.00490116	0	0.170207
1.953	0.000121034	-0.000636802	-1004.73	102.22	0.0355195	-0.181493	-545.455	150.078	0.00508576	0	0.170207
1.954	0.000159317	-0.000831149	-1005.28	102.372	0.041069	-0.207191	-545.455	153.47	0.0052699	0	0.170207
1.955	0.000203214	-0.00105116	-1005.82	102.527	0.0467451	-0.232827	-545.455	156.86	0.00545357	0	0.170207
1.956	0.000252851	-0.00129678	-1006.37	102.686	0.0525502	-0.258401	-545.455	160.248	0.00563676	0	0.170207
1.957	0.000308358	-0.00156794	-1006.92	102.848	0.0584868	-0.283909	-545.455	163.633	0.00581945	0	0.170207
1.958	0.000369869	-0.00186458	-1007.46	103.013	0.0645575	-0.309351	-545.455	167.015	0.00600162	0	0.170207
1.959	0.000437518	-0.00218662	-1008.01	103.182	0.0707645	-0.334724	-545.455	170.394	0.00618325	0	0.170207
1.96	0.000511444	-0.00253401	-1008.56	103.354	0.0771103	-0.360028	-545.455	173.77	0.00636433	0	0.170207
1.961	0.000591786	-0.00290666	-1009.1	103.529	0.0835972	-0.38526	-545.455	177.143	0.00654484	0	0.170207
1.962	0.000678687	-0.0033045	-1009.65	103.708	0.0902277	-0.410418	-545.455	180.513	0.00672477	0	0.170207
1.963	0.00077229	-0.00372747	-1010.19	103.89	0.0970038	-0.435501	-545.455	183.88	0.00690409	0	0.170207
1.964	0.000872744	-0.00417548	-1010.74	104.076	0.103928	-0.460507	-545.455	187.243	0.0070828	0	0.170207
1.965	0.000980196	-0.00464845	-1011.29	104.265	0.111003	-0.485433	-545.455	190.603	0.00726088	0	0.170207
1.966	0.0010948	-0.00514632	-1011.83	104.457	0.118229	-0.510278	-545.455	193.96	0.0074383	0	0.170207
1.967	0.00121671	-0.00566898	-1012.38	104.653	0.125611	-0.53504	-545.455	197.313	0.00761506	0	0.170207
1.968	0.00134607	-0.00621637	-1012.93	104.852	0.133149	-0.559717	-545.455	200.662	0.00779114	0	0.170207
1.969	0.00148306	-0.00678839	-1013.47	105.054	0.140846	-0.584306	-545.455	204.008	0.00796652	0	0.170207
1.97	0.00162782	-0.00738495	-1014.02	105.26	0.148704	-0.608806	-545.455	207.35	0.00814119	0	0.170207
1.971	0.00178052	-0.00800597	-1014.57	105.469	0.156724	-0.633213	-545.455	210.688	0.00831513	0	0.170207
1.972	0.00194132	-0.00865135	-1015.11	105.681	0.164909	-0.657527	-545.455	214.022	0.00848832	0	0.170207
1.973	0.00211039	-0.00932099	-1015.66	105.897	0.173261	-0.681744	-545.455	217.351	0.00866075	0	0.170207
1.974	0.0022879	-0.0100148	-1016.21	106.116	0.181782	-0.705863	-545.455	220.677	0.0088324	0	0.170207
1.975	0.00247401	-0.0107327	-1016.75	106.338	0.190472	-0.729881	-545.455	223.998	0.00900326	0	0.170207
1.976	0.0026689	-0.0114745	-1017.3	106.564	0.199335	-0.753795	-545.455	227.315	0.00917331	0	0.170207
1.977	0.00287274	-0.0122402	-1017.85	106.793	0.208371	-0.777602	-545.455	230.627	0.00934254	0	0.170207
1.978	0.00308571	-0.0130297	-1018.39	107.025	0.217583	-0.801302	-545.455	233.935	0.00951093	0	0.170207
1.979	0.00330797	-0.0138428	-1018.94	107.261	0.226972	-0.82489	-545.455	237.237	0.00967847	0	0.170207
1.98	0.00353971	-0.0146794	-1019.49	107.5	0.236539	-0.848364	-545.455	240.535	0.00984513	0	0.170207
1.981	0.00378111	-0.0155395	-1020.04	107.742	0.246287	-0.871722	-545.455	243.828	0.0100109	0	0.170207
1.982	0.00403234	-0.0164228	-1020.58	107.987	0.256216	-0.894961	-545.455	247.115	0.0101758	0	0.170207
1.983	0.0042936	-0.0173294	-1021.13	108.236	0.266328	-0.918077	-545.455	250.398	0.0103398	0	0.170207
1.984	0.00456506	-0.018259	-1021.68	108.488	0.276624	-0.941069	-545.455	253.675	0.0105028	0	0.170207
1.985	0.00484691	-0.0192115	-1022.22	108.743	0.287106	-0.963933	-545.455	256.946	0.0106649	0	0.170207
1.986	0.00513933	-0.0201868	-1022.77	109.002	0.297774	-0.986667	-545.455	260.212	0.010826	0	0.170207
1.987	0.00544252	-0.0211848	-1023.32	109.264	0.30863	-1.00927	-545.455	263.472	0.0109862	0	0.170207
1.988	0.00575666	-0.0222053	-1023.87	109.529	0.319675	-1.03173	-545.455	266.727	0.0111454	0	0.170207
1.989	0.00608193	-0.0232482	-1024.41	109.797	0.33091	-1.05405	-545.455	269.975	0.0113035	0	0.170207
1.99	0.00641854	-0.0243133	-1024.96	110.069	0.342335	-1.07624	-545.455	273.217	0.0114607	0	0.170207
1.991	0.00676667	-0.0254006	-1025.51	110.344	0.353953	-1.09827	-545.455	276.452	0.0116168	0	0.170207
1.992	0.00712651	-0.0265098	-1026.06	110.622	0.365762	-1.12016	-545.455	279.682	0.0117719	0	0.170207
1.993	0.00749826	-0.0276409	-1026.6	110.903	0.377765	-1.14189	-545.455	282.904	0.0119259	0	0.170207
1.994	0.00788211	-0.0287936	-1027.15	111.188	0.389962	-1.16347	-545.455	286.12	0.0120788	0	0.170207
1.995	0.00827825	-0.0299678	-1027.7	111.475	0.402354	-1.18489	-545.455	289.329	0.0122306	0	0.170207
1.996	0.00868688	-0.0311633	-1028.25	111.766	0.41494	-1.20615	-545.455	292.531	0.0123814	0	0.170207
1.997	0.00910819	-0.03238	-1028.8	112.06	0.427721	-1.22724	-545.455	295.726	0.012531	0	0.170207
1.998	0.00954239	-0.0336177	-1029.34	112.358	0.440698	-1.24816	-545.455	298.913	0.0126795	0	0.170207
1.999	0.00998966	-0.0348763	-1029.89	112.658	0.453871	-1.26891	-545.455	302.093	0.0128269	0	0.170207
2	0.0104502	-0.0361555	-1030.44	112.962	0.46724	-1.28949	-545.455	305.266	0.0129731	0	0.170207
2.001	0.0109242	-0.0374552	-1030.99	113.269	0.480806	-1.30988	-545.455	308.43	0.0131181	0	0.170207
2.002	0.0114119	-0.0387752	-1031.54	113.579	0.494567	-1.3301	-545.455	311.586	0.0132619	0	0.170207
2.003	0.0119134	-0.0401153	-1032.08	113.892	0.508524	-1.35012	-545.455	314.735	0.0134046	0	0.170207
2.004	0.012429	-0.0414754	-1032.63	114.208	0.522677	-1.36996	-545.455	317.875	0.013546	0	0.170207
2.005	0.0129588	-0.0428552	-1033.18	114.528	0.537026	-1.3896	-545.455	321.006	0.0136862	0	0.170207
2.006	0.0135031	-0.0442545	-1033.73	114.85	0.55157	-1.40904	-545.455	324.129	0.0138252	0	0.170207
2.007	0.014062	-0.0456732	-1034.28	115.176	0.566309	-1.42829	-545.455	327.243	0.0139629	0	0.170207
2.008	0.0146358	-0.047111	-1034.83	115.505	0.581241	-1.44732	-545.455	330.348	0.0140993	0	0.170207
2.009	0.0152246	-0.0485678	-1035.38	115.837	0.596367	-1.46615	-545.455	333.443	0.0142345	0	0.170207
2.01	0.0158286	-0.0500432	-1035.92	116.172	0.611686	-1.48477	-545.455	336.53	0.0143684	0	0.170207
2.011	0.016448	-0.0515372	-1036.47	116.51	0.627197	-1.50317	-545.455	339.606	0.014501	0	0.170207
2.012	0.017083	-0.0530495	-1037.02	116.851	0.642898	-1.52135	-545.455	342.673	0.0146323	0	0.170207
2.013	0.0177339	-0.0545799	-1037.57	117.195	0.65879	-1.53931	-545.455	345.73	0.0147622	0	0.170207
2.014	0.0184007	-0.0561281	-1038.12	117.542	0.674869	-1.55704	-545.455	348.777	0.0148909	0	0.170207
2.015	0.0190837	-0.0576939	-1038.67	117.892	0.691136	-1.57453	-545.455	351.814	0.0150181	0	0.170207
2.016	0.019783	-0.059277	-1039.22	118.246	0.707589	-1.59179	-545.455	354.84	0.015144	0	0.170207
2.017	0.0204989	-0.0608774	-1039.77	118.602	0.724227	-1.60881	-545.455	357.855	0.0152686	0	0.170207
2.018	0.0212315	-0.0624946	-1040.32	118.961	0.741047	-1.62559	-545.455	360.859	0.0153917	0	0.170207
2.019	0.0219811	-0.0641285	-1040.87	119.324	0.758048	-1.64212	-545.455	363.852	0.0155135	0	0.170207
2.02	0.0227477	-0.0657788	-1041.42	119.689	0.775228	-1.6584	-545.455	366.834	0.0156338	0	0.170207
2.021	0.0235316	-0.0674452	-1041.97	120.058	0.792585	-1.67443	-545.455	369.804	0.0157528	0	0.170207
2.022	0.0243329	-0.0691275	-1042.51	120.429	0.810117	-1.69019	-545.455	372.763	0.0158703	0	0.170207
2.023	0.0251519	-0.0708255	-1043.06	120.803	0.827822	-1.7057	-545.455	375.709	0.0159863	0	0.170207
2.024	0.0259886	-0.0725388	-1043.61	121.18	0.845697	-1.72093	-545.455	378.644	0.0161009	0	0.170207
2.025	0.0268433	-0.0742673	-1044.16	121.56	0.863741	-1.7359	-545.455	381.565	0.0162141	0	0.170207
