time	x	z	theta_m[deg]	theta[deg]	dx	dz	dtheta_m[deg]	dtheta[deg]	r	torque	hand2bar	
0.841	0	0	-398.182	65.7298	0	0	-545.455	-321.513	0.0157211	0	10
0.842	0	0	-398.727	65.4074	0	0	-545.455	-323.234	0.0156027	0	10
0.843	0	0	-399.273	65.0833	0	0	-545.455	-324.954	0.0154828	0	10
0.844	0	0	-399.818	64.7575	0	0	-545.455	-326.672	0.0153616	0	10
0.845	0	0	-400.364	64.43	0	0	-545.455	-328.387	0.015239	0	10
0.846	0	0	-400.909	64.1007	0	0	-545.455	-330.101	0.015115	0	10
0.847	0	0	-401.455	63.7697	0	0	-545.455	-331.812	0.0149896	0	10
0.848	0	0	-402	63.4371	0	0	-545.455	-333.521	0.0148629	0	10
0.849	0	0	-402.545	63.1027	0	0	-545.455	-335.227	0.0147348	0	10
0.85	0	0	-403.091	62.7666	0	0	-545.455	-336.931	0.0146054	0	10
0.851	0	0	-403.636	62.4288	0	0	-545.455	-338.633	0.0144747	0	10
0.852	0	0	-404.182	62.0894	0	0	-545.455	-340.332	0.0143426	0	10
0.853	0	0	-404.727	61.7482	0	0	-545.455	-342.028	0.0142093	0	10
0.854	0	0	-405.273	61.4053	0	0	-545.455	-343.721	0.0140747	0	10
0.855	0	0	-405.818	61.0607	0	0	-545.455	-345.412	0.0139388	0	10
0.856	0	0	-406.364	60.7145	0	0	-545.455	-347.099	0.0138016	0	10
0.857	0	0	-406.909	60.3665	0	0	-545.455	-348.784	0.0136632	0	10
0.858	0	0	-407.455	60.0169	0	0	-545.455	-350.465	0.0135235	0	10
0.859	0	0	-408	59.6656	0	0	-545.455	-352.143	0.0133826	0	10
0.86	0	0	-408.545	59.3126	0	0	-545.455	-353.818	0.0132405	0	10
0.861	0	0	-409.091	58.958	0	0	-545.455	-355.49	0.0130972	0	10
0.862	0	0	-409.636	58.6017	0	0	-545.455	-357.158	0.0129527	0	10
0.863	0	0	-410.182	58.2437	0	0	-545.455	-358.822	0.0128071	0	10
0.864	0	0	-410.727	57.884	0	0	-545.455	-360.483	0.0126602	0	10
0.865	0	0	-411.273	57.5227	0	0	-545.455	-362.141	0.0125123	0	10
0.866	0	0	-411.818	57.1597	0	0	-545.455	-363.794	0.0123632	0	10
0.867	0	0	-412.364	56.7951	0	0	-545.455	-365.443	0.012213	0	10
0.868	0	0	-412.909	56.4288	0	0	-545.455	-367.089	0.0120616	0	10
0.869	0	0	-413.455	56.0609	0	0	-545.455	-368.73	0.0119092	0	10
0.87	0	0	-414	55.6914	0	0	-545.455	-370.367	0.0117557	0	10
0.871	0	0	-414.545	55.3202	0	0	-545.455	-372	0.0116011	0	10
0.872	0	0	-415.091	54.9474	0	0	-545.455	-373.628	0.0114455	0	10
0.873	0	0	-415.636	54.573	0	0	-545.455	-375.252	0.0112889	0	10
0.874	0	0	-416.182	54.1969	0	0	-545.455	-376.871	0.0111312	0	10
0.875	0	0	-416.727	53.8192	0	0	-545.455	-378.486	0.0109725	0	10
0.876	0	0	-417.273	53.4399	0	0	-545.455	-380.095	0.0108128	0	10
0.877	0	0	-417.818	53.059	0	0	-545.455	-381.7	0.0106522	0	10
0.878	0	0	-418.364	52.6765	0	0	-545.455	-383.3	0.0104905	0	10
0.879	0	0	-418.909	52.2924	0	0	-545.455	-384.895	0.0103279	0	10
0.88	0	0	-419.455	51.9067	0	0	-545.455	-386.484	0.0101644	0	10
0.881	0	0	-420	51.5195	0	0	-545.455	-388.068	0.01	0	10
0.882	0	0	-420.545	51.1306	0	0	-545.455	-389.647	0.00983466	0	10
0.883	0	0	-421.091	50.7402	0	0	-545.455	-391.22	0.00966843	0	10
0.884	0	0	-421.636	50.3482	0	0	-545.455	-392.787	0.00950132	0	10
0.885	0	0	-422.182	49.9546	0	0	-545.455	-394.348	0.00933335	0	10
0.886	0	0	-422.727	49.5595	0	0	-545.455	-395.904	0.00916453	0	10
0.887	0	0	-423.273	49.1628	0	0	-545.455	-397.454	0.00899488	0	10
0.888	0	0	-423.818	48.7646	0	0	-545.455	-398.997	0.00882442	0	10
0.889	0	0	-424.364	48.3648	0	0	-545.455	-400.535	0.00865316	0	10
0.89	0	0	-424.909	47.9635	0	0	-545.455	-402.065	0.00848111	0	10
0.891	0	0	-425.455	47.5607	0	0	-545.455	-403.59	0.0083083	0	10
0.892	0	0	-426	47.1563	0	0	-545.455	-405.108	0.00813473	0	10
0.893	0	0	-426.545	46.7505	0	0	-545.455	-406.619	0.00796043	0	10
0.894	0	0	-427.091	46.3431	0	0	-545.455	-408.123	0.0077854	0	10
0.895	0	0	-427.636	45.9342	0	0	-545.455	-409.621	0.00760967	0	10
0.896	0	0	-428.182	45.5238	0	0	-545.455	-411.111	0.00743325	0	10
0.897	0	0	-428.727	45.112	0	0	-545.455	-412.594	0.00725615	0	10
0.898	0	0	-429.273	44.6987	0	0	-545.455	-414.07	0.0070784	0	10
0.899	0	0	-429.818	44.2839	0	0	-545.455	-415.538	0.00690001	0	10
0.9	0	0	-430.364	43.8676	0	0	-545.455	-416.999	0.00672099	0	10
0.901	0	0	-430.909	43.4499	0	0	-545.455	-418.452	0.00654136	0	10
0.902	0	0	-431.455	43.0307	0	0	-545.455	-419.897	0.00636114	0	10
0.903	0	0	-432	42.6101	0	0	-545.455	-421.335	0.00618034	0	10
0.904	0	0	-432.545	42.188	0	0	-545.455	-422.764	0.00599898	0	10
0.905	0	0	-433.091	41.7645	0	0	-545.455	-424.186	0.00581708	0	10
0.906	0	0	-433.636	41.3396	0	0	-545.455	-425.598	0.00563465	0	10
0.907	0	0	-434.182	40.9133	0	0	-545.455	-427.003	0.00545171	0	10
0.908	0	0	-434.727	40.4856	0	0	-545.455	-428.399	0.00526828	0	10
0.909	0	0	-435.273	40.0565	0	0	-545.455	-429.786	0.00508437	0	10
0.91	0	0	-435.818	39.6261	0	0	-545.455	-431.165	0.00489999	0	10
0.911	0	0	-436.364	39.1942	0	0	-545.455	-432.534	0.00471518	0	10
0.912	0	0	-436.909	38.761	0	0	-545.455	-433.895	0.00452994	0	10
0.913	0	0	-437.455	38.3264	0	0	-545.455	-435.246	0.00434428	0	10
0.914	0	0	-438	37.8905	0	0	-545.455	-436.588	0.00415823	0	10
0.915	0	0	-438.545	37.4533	0	0	-545.455	-437.92	0.00397181	0	10
0.916	0	0	-439.091	37.0147	0	0	-545.455	-439.243	0.00378502	0	10
0.917	0	0	-439.636	36.5748	0	0	-545.455	-440.557	0.0035979	0	10
0.918	0	0	-440.182	36.1336	0	0	-545.455	-441.86	0.00341044	0	10
0.919	0	0	-440.727	35.6911	0	0	-545.455	-443.154	0.00322268	0	10
0.92	0	0	-441.273	35.2473	0	0	-545.455	-444.437	0.00303463	0	10
0.921	0	0	-441.818	34.8022	0	0	-545.455	-445.71	0.0028463	0	10
0.922	0	0	-442.364	34.3559	0	0	-545.455	-446.973	0.00265771	0	10
0.923	0	0	-442.909	33.9083	0	0	-545.455	-448.226	0.00246888	0	10
0.924	0	0	-443.455	33.4594	0	0	-545.455	-449.467	0.00227983	0	10
0.925	0	0	-444	33.0093	0	0	-545.455	-450.698	0.00209057	0	10
0.926	0	0	-444.545	32.558	0	0	-545.455	-451.919	0.00190112	0	10
0.927	0	0	-445.091	32.1055	0	0	-545.455	-453.128	0.0017115	0	10
0.928	0	0	-445.636	31.6518	0	0	-545.455	-454.326	0.00152172	0	10
0.929	0	0	-446.182	31.1968	0	0	-545.455	-455.513	0.00133181	0	10
0.93	0	0	-446.727	30.7407	0	0	-545.455	-456.688	0.00114178	0	10
0.931	0	0	-447.273	30.2835	0	0	-545.455	-457.852	0.000951638	0	10
0.932	0	0	-447.818	29.825	0	0	-545.455	-459.004	0.000761414	0	10
0.933	0	0	-448.364	29.3655	0	0	-545.455	-460.145	0.000571121	0	10
0.934	0	0	-448.909	28.9048	0	0	-545.455	-461.274	0.000380776	0	10
0.935	0	0	-449.455	28.4429	0	0	-545.455	-462.39	0.000190397	0	10
0.936	0	0	-450	27.98	0	0	-545.455	-463.495	-8.82055e-16	0	10
0.937	0	0	-450.545	27.5159	0	0	-545.455	-464.587	-0.000190397	0	10
0.938	0	0	-451.091	27.0508	0	0	-545.455	-465.667	-0.000380776	0	10
0.939	0	0	-451.636	26.5846	0	0	-545.455	-466.734	-0.000571121	0	10
0.94	0	0	-452.182	26.1173	0	0	-545.455	-467.789	-0.000761414	0	10
0.941	0	0	-452.727	25.649	0	0	-545.455	-468.831	-0.000951638	0	10
0.942	0	0	-453.273	25.1797	0	0	-545.455	-469.86	-0.00114178	0	10
0.943	0	0	-453.818	24.7093	0	0	-545.455	-470.876	-0.00133181	0	10
0.944	0	0	-454.364	24.2379	0	0	-545.455	-471.879	-0.00152172	0	10
0.945	0	0	-454.909	23.7656	0	0	-545.455	-472.869	-0.0017115	0	10
0.946	0	0	-455.455	23.2922	0	0	-545.455	-473.845	-0.00190112	0	10
0.947	0	0	-456	22.8179	0	0	-545.455	-474.808	-0.00209057	0	10
0.948	0	0	-456.545	22.3426	0	0	-545.455	-475.757	-0.00227983	0	10
0.949	0	0	-457.091	21.8664	0	0	-545.455	-476.692	-0.00246888	0	10
0.95	0	0	-457.636	21.3892	0	0	-545.455	-477.614	-0.00265771	0	10
0.951	0	0	-458.182	20.9111	0	0	-545.455	-478.522	-0.0028463	0	10
0.952	0	0	-458.727	20.4322	0	0	-545.455	-479.415	-0.00303463	0	10
0.953	0	0	-459.273	19.9523	0	0	-545.455	-480.295	-0.00322268	0	10
0.954	0	0	-459.818	19.4716	0	0	-545.455	-481.16	-0.00341044	0	10
0.955	0	0	-460.364	18.99	0	0	-545.455	-482.01	-0.0035979	0	10
0.956	0	0	-460.909	18.5076	0	0	-545.455	-482.846	-0.00378502	0	10
0.957	0	0	-461.455	18.0243	0	0	-545.455	-483.668	-0.00397181	0	10
0.958	0	0	-462	17.5402	0	0	-545.455	-484.475	-0.00415823	0	10
0.959	0	0	-462.545	17.0554	0	0	-545.455	-485.266	-0.00434428	0	10
0.96	0	0	-463.091	16.5697	0	0	-545.455	-486.043	-0.00452994	0	10
0.961	0	0	-463.636	16.0833	0	0	-545.455	-486.805	-0.00471518	0	10
0.962	0	0	-464.182	15.5961	0	0	-545.455	-487.552	-0.00489999	0	10
0.963	0	0	-464.727	15.1082	0	0	-545.455	-488.283	-0.00508437	0	10
0.964	0	0	-465.273	14.6195	0	0	-545.455	-488.999	-0.00526828	0	10
0.965	0	0	-465.818	14.1302	0	0	-545.455	-489.7	-0.00545171	0	10
0.966	0	0	-466.364	13.6402	0	0	-545.455	-490.385	-0.00563465	0	10
0.967	0	0	-466.909	13.1494	0	0	-545.455	-491.054	-0.00581708	0	10
0.968	0	0	-467.455	12.6581	0	0	-545.455	-491.708	-0.00599898	0	10
0.969	0	0	-468	12.166	0	0	-545.455	-492.345	-0.00618034	0	10
0.97	0	0	-468.545	11.6734	0	0	-545.455	-492.967	-0.00636114	0	10
0.971	0	0	-469.091	11.1801	0	0	-545.455	-493.573	-0.00654136	0	10
0.972	0	0	-469.636	10.6862	0	0	-545.455	-494.162	-0.00672099	0	10
0.973	0	0	-470.182	10.1918	0	0	-545.455	-494.736	-0.00690001	0	10
0.974	0	0	-470.727	9.69676	0	0	-545.455	-495.293	-0.0070784	0	10
0.975	0	0	-471.273	9.20119	0	0	-545.455	-495.833	-0.00725615	0	10
0.976	0	0	-471.818	8.7051	0	0	-545.455	-496.358	-0.00743325	0	10
0.977	0	0	-472.364	8.20849	0	0	-545.455	-496.865	-0.00760967	0	10
0.978	0	0	-472.909	7.71137	0	0	-545.455	-497.356	-0.0077854	0	10
0.979	0	0	-473.455	7.21378	0	0	-545.455	-497.83	-0.00796043	0	10
0.98	0	0	-474	6.71572	0	0	-545.455	-498.288	-0.00813473	0	10
0.981	0	0	-474.545	6.21721	0	0	-545.455	-498.728	-0.0083083	0	10
0.982	0	0	-475.091	5.71827	0	0	-545.455	-499.152	-0.00848111	0	10
0.983	0	0	-475.636	5.21891	0	0	-545.455	-499.559	-0.00865316	0	10
0.984	0	0	-476.182	4.71916	0	0	-545.455	-499.948	-0.00882442	0	10
0.985	0	0	-476.727	4.21902	0	0	-545.455	-500.321	-0.00899488	0	10
0.986	0	0	-477.273	3.71852	0	0	-545.455	-500.676	-0.00916453	0	10
0.987	0	0	-477.818	3.21767	0	0	-545.455	-501.014	-0.00933335	0	10
0.988	0	0	-478.364	2.7165	0	0	-545.455	-501.335	-0.00950132	0	10
0.989	0	0	-478.909	2.21501	0	0	-545.455	-501.638	-0.00966843	0	10
0.99	0	0	-479.455	1.71323	0	0	-545.455	-501.924	-0.00983466	0	10
0.991	0	0	-480	1.21117	0	0	-545.455	-502.192	-0.01	0	10
0.992	0	0	-480.545	0.708849	0	0	-545.455	-502.443	-0.0101644	0	10
0.993	0	0	-481.091	0.206288	0	0	-545.455	-502.676	-0.0103279	0	10
0.994	0	0	-481.636	-0.296497	0	0	-545.455	-502.892	-0.0104905	0	10
0.995	0	0	-482.182	-0.799489	0	0	-545.455	-503.089	-0.0106522	0	10
0.996	0	0	-482.727	-1.30267	0	0	-545.455	-503.27	-0.0108128	0	10
0.997	0	0	-483.273	-1.80602	0	0	-545.455	-503.432	-0.0109725	0	10
0.998	0	0	-483.818	-2.30953	0	0	-545.455	-503.577	-0.0111312	0	10
0.999	0	0	-484.364	-2.81317	0	0	-545.455	-503.703	-0.0112889	0	10
1	0	0	-484.909	-3.31693	0	0	-545.455	-503.812	-0.0114455	0	10
1.001	0	0	-485.455	-3.82079	0	0	-545.455	-503.903	-0.0116011	0	10
1.002	0	0	-486	-4.32473	0	0	-545.455	-503.976	-0.0117557	0	10
1.003	0	0	-486.545	-4.82873	0	0	-545.455	-504.031	-0.0119092	0	10
1.004	0	0	-487.091	-5.33278	0	0	-545.455	-504.068	-0.0120616	0	10
1.005	0	0	-487.636	-5.83686	0	0	-545.455	-504.087	-0.012213	0	10
1.006	0	0	-488.182	-6.34095	0	0	-545.455	-504.087	-0.0123632	0	10
1.007	0	0	-488.727	-6.84503	0	0	-545.455	-504.07	-0.0125123	0	10
1.008	0	0	-489.273	-7.34909	0	0	-545.455	-504.035	-0.0126602	0	10
1.009	0	0	-489.818	-7.8531	0	0	-545.455	-503.982	-0.0128071	0	10
1.01	0	0	-490.364	-8.35704	0	0	-545.455	-503.91	-0.0129527	0	10
1.011	0	0	-490.909	-8.86091	0	0	-545.455	-503.821	-0.0130972	0	10
1.012	0	0	-491.455	-9.36468	0	0	-545.455	-503.713	-0.0132405	0	10
1.013	0	0	-492	-9.86833	0	0	-545.455	-503.587	-0.0133826	0	10
1.014	0	0	-492.545	-10.3718	0	0	-545.455	-503.443	-0.0135235	0	10
1.015	0	0	-493.091	-10.8752	0	0	-545.455	-503.281	-0.0136632	0	10
1.016	0	0	-493.636	-11.3784	0	0	-545.455	-503.1	-0.0138016	0	10
1.017	0	0	-494.182	-11.8814	0	0	-545.455	-502.902	-0.0139388	0	10
1.018	0	0	-494.727	-12.3842	0	0	-545.455	-502.685	-0.0140747	0	10
1.019	0	0	-495.273	-12.8868	0	0	-545.455	-502.451	-0.0142093	0	10
1.02	0	0	-495.818	-13.3891	0	0	-545.455	-502.198	-0.0143426	0	10
1.021	0	0	-496.364	-13.8912	0	0	-545.455	-501.927	-0.0144747	0	10
1.022	0	0	-496.909	-14.3929	0	0	-545.455	-501.638	-0.0146054	0	10
1.023	0	0	-497.455	-14.8944	0	0	-545.455	-501.331	-0.0147348	0	10
1.024	0	0	-498	-15.3956	0	0	-545.455	-501.006	-0.0148629	0	10
1.025	0	0	-498.545	-15.8964	0	0	-545.455	-500.663	-0.0149896	0	10
1.026	0	0	-499.091	-16.3969	0	0	-545.455	-500.302	-0.015115	0	10
1.027	0	0	-499.636	-16.897	0	0	-545.455	-499.923	-0.015239	0	10
1.028	0	0	-500.182	-17.3968	0	0	-545.455	-499.526	-0.0153616	0	10
1.029	0	0	-500.727	-17.8961	0	0	-545.455	-499.111	-0.0154828	0	10
1.03	0	0	-501.273	-18.395	0	0	-545.455	-498.678	-0.0156027	0	10
1.031	0	0	-501.818	-18.8934	0	0	-545.455	-498.228	-0.0157211	0	10
1.032	0	0	-502.364	-19.3914	0	0	-545.455	-497.759	-0.015838	0	10
1.033	0	0	-502.909	-19.8889	0	0	-545.455	-497.273	-0.0159536	0	10
1.034	0	0	-503.455	-20.386	0	0	-545.455	-496.769	-0.0160677	0	10
1.035	0	0	-504	-20.8825	0	0	-545.455	-496.248	-0.0161803	0	10
1.036	0	0	-504.545	-21.3785	0	0	-545.455	-495.708	-0.0162915	0	10
1.037	0	0	-505.091	-21.8739	0	0	-545.455	-495.152	-0.0164012	0	10
1.038	0	0	-505.636	-22.3688	0	0	-545.455	-494.577	-0.0165094	0	10
1.039	0	0	-506.182	-22.863	0	0	-545.455	-493.986	-0.0166162	0	10
1.04	0	0	-506.727	-23.3567	0	0	-545.455	-493.376	-0.0167214	0	10
1.041	0	0	-507.273	-23.8498	0	0	-545.455	-492.75	-0.0168251	0	10
1.042	0	0	-507.818	-24.3422	0	0	-545.455	-492.106	-0.0169272	0	10
1.043	0	0	-508.364	-24.834	0	0	-545.455	-491.445	-0.0170279	0	10
1.044	0	0	-508.909	-25.3251	0	0	-545.455	-490.767	-0.017127	0	10
1.045	0	0	-509.455	-25.8155	0	0	-545.455	-490.071	-0.0172245	0	10
1.046	0	0	-510	-26.3052	0	0	-545.455	-489.359	-0.0173205	0	10
1.047	0	0	-510.545	-26.7942	0	0	-545.455	-488.63	-0.0174149	0	10
1.048	0	0	-511.091	-27.2825	0	0	-545.455	-487.883	-0.0175078	0	10
1.049	0	0	-511.636	-27.77	0	0	-545.455	-487.12	-0.017599	0	10
1.05	0	0	-512.182	-28.2567	0	0	-545.455	-486.34	-0.0176887	0	10
1.051	0	0	-512.727	-28.7427	0	0	-545.455	-485.544	-0.0177767	0	10
1.052	0	0	-513.273	-29.2278	0	0	-545.455	-484.731	-0.0178631	0	10
1.053	0	0	-513.818	-29.7121	0	0	-545.455	-483.901	-0.017948	0	10
1.054	0	0	-514.364	-30.1956	0	0	-545.455	-483.055	-0.0180312	0	10
1.055	0	0	-514.909	-30.6782	0	0	-545.455	-482.193	-0.0181127	0	10
1.056	0	0	-515.455	-31.16	0	0	-545.455	-481.314	-0.0181926	0	10
1.057	0	0	-516	-31.6408	0	0	-545.455	-480.419	-0.0182709	0	10
1.058	0	0	-516.545	-32.1208	0	0	-545.455	-479.508	-0.0183475	0	10
1.059	0	0	-517.091	-32.5999	0	0	-545.455	-478.581	-0.0184225	0	10
1.06	0	0	-517.636	-33.078	0	0	-545.455	-477.638	-0.0184958	0	10
1.061	0	0	-518.182	-33.5551	0	0	-545.455	-476.679	-0.0185674	0	10
1.062	0	0	-518.727	-34.0313	0	0	-545.455	-475.705	-0.0186373	0	10
1.063	0	0	-519.273	-34.5065	0	0	-545.455	-474.715	-0.0187055	0	10
1.064	0	0	-519.818	-34.9807	0	0	-545.455	-473.71	-0.0187721	0	10
1.065	0	0	-520.364	-35.4539	0	0	-545.455	-472.689	-0.0188369	0	10
1.066	0	0	-520.909	-35.9261	0	0	-545.455	-471.652	-0.0189	0	10
1.067	0	0	-521.455	-36.3972	0	0	-545.455	-470.601	-0.0189614	0	10
1.068	0	0	-522	-36.8673	0	0	-545.455	-469.534	-0.0190211	0	10
1.069	0	0	-522.545	-37.3363	0	0	-545.455	-468.453	-0.0190791	0	10
1.07	0	0	-523.091	-37.8042	0	0	-545.455	-467.356	-0.0191353	0	10
1.071	0	0	-523.636	-38.271	0	0	-545.455	-466.245	-0.0191899	0	10
1.072	0	0	-524.182	-38.7367	0	0	-545.455	-465.119	-0.0192426	0	10
1.073	0	0	-524.727	-39.2013	0	0	-545.455	-463.979	-0.0192937	0	10
1.074	0	0	-525.273	-39.6647	0	0	-545.455	-462.824	-0.0193429	0	10
1.075	0	0	-525.818	-40.1269	0	0	-545.455	-461.655	-0.0193905	0	10
1.076	0	0	-526.364	-40.588	0	0	-545.455	-460.471	-0.0194362	0	10
1.077	0	0	-526.909	-41.0478	0	0	-545.455	-459.274	-0.0194802	0	10
1.078	0	0	-527.455	-41.5065	0	0	-545.455	-458.062	-0.0195225	0	10
1.079	0	0	-528	-41.964	0	0	-545.455	-456.837	-0.019563	0	10
1.08	0	0	-528.545	-42.4202	0	0	-545.455	-455.597	-0.0196017	0	10
1.081	0	0	-529.091	-42.8751	0	0	-545.455	-454.345	-0.0196386	0	10
1.082	0	0	-529.636	-43.3289	0	0	-545.455	-453.078	-0.0196737	0	10
1.083	0	0	-530.182	-43.7813	0	0	-545.455	-451.799	-0.0197071	0	10
1.084	0	0	-530.727	-44.2324	0	0	-545.455	-450.506	-0.0197387	0	10
1.085	0	0	-531.273	-44.6823	0	0	-545.455	-449.2	-0.0197684	0	10
1.086	0	0	-531.818	-45.1308	0	0	-545.455	-447.881	-0.0197964	0	10
1.087	0	0	-532.364	-45.5781	0	0	-545.455	-446.549	-0.0198226	0	10
1.088	0	0	-532.909	-46.0239	0	0	-545.455	-445.204	-0.019847	0	10
1.089	0	0	-533.455	-46.4685	0	0	-545.455	-443.846	-0.0198696	0	10
1.09	0	0	-534	-46.9116	0	0	-545.455	-442.477	-0.0198904	0	10
1.091	0	0	-534.545	-47.3534	0	0	-545.455	-441.094	-0.0199094	0	10
1.092	0	0	-535.091	-47.7938	0	0	-545.455	-439.7	-0.0199266	0	10
1.093	0	0	-535.636	-48.2328	0	0	-545.455	-438.293	-0.019942	0	10
1.094	0	0	-536.182	-48.6704	0	0	-545.455	-436.875	-0.0199556	0	10
1.095	0	0	-536.727	-49.1066	0	0	-545.455	-435.444	-0.0199674	0	10
1.096	0	0	-537.273	-49.5413	0	0	-545.455	-434.002	-0.0199773	0	10
1.097	0	0	-537.818	-49.9746	0	0	-545.455	-432.548	-0.0199855	0	10
1.098	0	0	-538.364	-50.4064	0	0	-545.455	-431.083	-0.0199918	0	10
1.099	0	0	-538.909	-50.8367	0	0	-545.455	-429.606	-0.0199964	0	10
1.1	0	0	-539.455	-51.2656	0	0	-545.455	-428.118	-0.0199991	0	10
1.101	0	0	-540	-51.6929	0	0	-545.455	-426.62	-0.02	0	10
1.102	0	0	-540.545	-52.1188	0	0	-545.455	-425.11	-0.0199991	0	10
1.103	0	0	-541.091	-52.5432	0	0	-545.455	-423.589	-0.0199964	0	10
1.104	0	0	-541.636	-52.966	0	0	-545.455	-422.058	-0.0199918	0	10
1.105	0	0	-542.182	-53.3873	0	0	-545.455	-420.516	-0.0199855	0	10
1.106	0	0	-542.727	-53.807	0	0	-545.455	-418.964	-0.0199773	0	10
1.107	0	0	-543.273	-54.2252	0	0	-545.455	-417.401	-0.0199674	0	10
1.108	0	0	-543.818	-54.6418	0	0	-545.455	-415.829	-0.0199556	0	10
1.109	0	0	-544.364	-55.0569	0	0	-545.455	-414.246	-0.019942	0	10
1.11	0	0	-544.909	-55.4703	0	0	-545.455	-412.654	-0.0199266	0	10
1.111	0	0	-545.455	-55.8822	0	0	-545.455	-411.052	-0.0199094	0	10
1.112	0	0	-546	-56.2924	0	0	-545.455	-409.44	-0.0198904	0	10
1.113	0	0	-546.545	-56.701	0	0	-545.455	-407.819	-0.0198696	0	10
1.114	0	0	-547.091	-57.108	0	0	-545.455	-406.188	-0.019847	0	10
1.115	0	0	-547.636	-57.5134	0	0	-545.455	-404.549	-0.0198226	0	10
1.116	0	0	-548.182	-57.9171	0	0	-545.455	-402.9	-0.0197964	0	10
1.117	0	0	-548.727	-58.3192	0	0	-545.455	-401.242	-0.0197684	0	10
1.118	0	0	-549.273	-58.7196	0	0	-545.455	-399.576	-0.0197387	0	10
1.119	0	0	-549.818	-59.1184	0	0	-545.455	-397.901	-0.0197071	0	10
1.12	0	0	-550.364	-59.5154	0	0	-545.455	-396.217	-0.0196737	0	10
1.121	0	0	-550.909	-59.9108	0	0	-545.455	-394.525	-0.0196386	0	10
1.122	0	0	-551.455	-60.3045	0	0	-545.455	-392.825	-0.0196017	0	10
1.123	0	0	-552	-60.6964	0	0	-545.455	-391.117	-0.019563	0	10
1.124	0	0	-552.545	-61.0867	0	0	-545.455	-389.4	-0.0195225	0	10
1.125	0	0	-553.091	-61.4752	0	0	-545.455	-387.676	-0.0194802	0	10
1.126	0	0	-553.636	-61.862	0	0	-545.455	-385.944	-0.0194362	0	10
1.127	0	0	-554.182	-62.2471	0	0	-545.455	-384.205	-0.0193905	0	10
1.128	0	0	-554.727	-62.6305	0	0	-545.455	-382.458	-0.0193429	0	10
1.129	0	0	-555.273	-63.012	0	0	-545.455	-380.704	-0.0192937	0	10
1.13	0	0	-555.818	-63.3919	0	0	-545.455	-378.943	-0.0192426	0	10
1.131	0	0	-556.364	-63.7699	0	0	-545.455	-377.174	-0.0191899	0	10
1.132	0	0	-556.909	-64.1462	0	0	-545.455	-375.399	-0.0191353	0	10
1.133	0	0	-557.455	-64.5207	0	0	-545.455	-373.617	-0.0190791	0	10
1.134	0	0	-558	-64.8934	0	0	-545.455	-371.828	-0.0190211	0	10
1.135	0	0	-558.545	-65.2644	0	0	-545.455	-370.033	-0.0189614	0	10
1.136	0	0	-559.091	-65.6335	0	0	-545.455	-368.231	-0.0189	0	10
1.137	0	0	-559.636	-66.0008	0	0	-545.455	-366.423	-0.0188369	0	10
1.138	0	0	-560.182	-66.3663	0	0	-545.455	-364.609	-0.0187721	0	10
1.139	0	0	-560.727	-66.73	0	0	-545.455	-362.788	-0.0187055	0	10
1.14	0	0	-561.273	-67.0919	0	0	-545.455	-360.962	-0.0186373	0	10
1.141	0	0	-561.818	-67.452	0	0	-545.455	-359.13	-0.0185674	0	10
1.142	0	0	-562.364	-67.8102	0	0	-545.455	-357.293	-0.0184958	0	10
1.143	0	0	-562.909	-68.1665	0	0	-545.455	-355.45	-0.0184225	0	10
1.144	0	0	-563.455	-68.5211	0	0	-545.455	-353.601	-0.0183475	0	10
1.145	0	0	-564	-68.8737	0	0	-545.455	-351.747	-0.0182709	0	10
1.146	0	0	-564.545	-69.2246	0	0	-545.455	-349.888	-0.0181926	0	10
1.147	0	0	-565.091	-69.5735	0	0	-545.455	-348.024	-0.0181127	0	10
1.148	0	0	-565.636	-69.9206	0	0	-545.455	-346.155	-0.0180312	0	10
1.149	0	0	-566.182	-70.2658	0	0	-545.455	-344.281	-0.017948	0	10
1.15	0	0	-566.727	-70.6092	0	0	-545.455	-342.403	-0.0178631	0	10
1.151	0	0	-567.273	-70.9506	0	0	-545.455	-340.52	-0.0177767	0	10
1.152	0	0	-567.818	-71.2902	0	0	-545.455	-338.632	-0.0176887	0	10
1.153	0	0	-568.364	-71.6279	0	0	-545.455	-336.741	-0.017599	0	10
1.154	0	0	-568.909	-71.9637	0	0	-545.455	-334.844	-0.0175078	0	10
1.155	0	0	-569.455	-72.2976	0	0	-545.455	-332.944	-0.0174149	0	10
1.156	0	0	-570	-72.6296	0	0	-545.455	-331.04	-0.0173205	0	10
1.157	0	0	-570.545	-72.9597	0	0	-545.455	-329.132	-0.0172245	0	10
1.158	0	0	-571.091	-73.2878	0	0	-545.455	-327.22	-0.017127	0	10
1.159	0	0	-571.636	-73.6141	0	0	-545.455	-325.305	-0.0170279	0	10
1.16	0	0	-572.182	-73.9384	0	0	-545.455	-323.385	-0.0169272	0	10
1.161	0	0	-572.727	-74.2609	0	0	-545.455	-321.463	-0.0168251	0	10
1.162	0	0	-573.273	-74.5814	0	0	-545.455	-319.537	-0.0167214	0	10
1.163	0	0	-573.818	-74.8999	0	0	-545.455	-317.608	-0.0166162	0	10
1.164	0	0	-574.364	-75.2166	0	0	-545.455	-315.675	-0.0165094	0	10
1.165	0	0	-574.909	-75.5313	0	0	-545.455	-313.74	-0.0164012	0	10
